Ticker,Weight
ASH,0.0
BNL,0.0
UNF,0.0
IAC,0.0
BRZE,0.0
DAN,0.0
CELC,0.0
TDC,0.0
RRR,0.0
BGC,0.0
MPW,0.0
WHD,0.0
LOAR,0.0
AIR,0.0
TARS,0.0
GRAL,0.0
CPRX,0.0
SHAK,0.0
CALX,0.0
RHI,0.0
OSCR,0.0
YOU,0.0
VERA,0.0
GPOR,0.0
FRPT,0.0
HNI,0.0
RH,0.0
VAL,0.0
TBBK,0.0
XMTR,0.0
APLE,0.0
PHIN,0.0
IDYA,0.0
HUBG,0.0
AGYS,0.0
CPRI,0.0
CWEN,0.0
ALHC,0.0
TENB,0.0
LBRT,0.0
HP,0.0
LXP,0.0
SYNA,0.0
NCNO,0.0
ABM,0.0
AWR,0.0
TOWN,0.0
MGEE,0.0
VIRT,0.0
BOKF,0.0
LRN,0.0
NMRK,0.0
CPK,0.0
INSP,0.0
GLOB,0.0
HGV,0.0
WDFC,0.0
ACLS,0.0
AVNT,0.0
SBCF,0.0
DXC,0.0
BLKB,0.0
SFNC,0.0
RNG,0.0
CHH,0.0
BOH,0.0
LQDA,0.0
CIVI,0.0
ITGR,0.0
CBZ,0.0
PFS,0.0
ACLX,0.0
BKD,0.0
ADPT,0.0
NTB,0.0
SXI,0.0
KLIC,0.0
PRVA,0.0
VCTR,0.0
OLN,0.0
ATEC,0.0
HIW,0.0
JOE,0.0
DNOW,0.0
BEAM,0.0
PLUS,0.0
VC,0.0
TRMK,0.0
CVBF,0.0
SUPN,0.0
AAOI,0.0
INTA,0.0
CWT,0.0
FRSH,0.0
KMPR,0.0
CHEF,0.0
HOG,0.0
DRS,0.0
CNK,0.0
WLK,0.0
MGRC,0.0
AKR,0.0
MCY,0.0
STNG,0.0
BBAI,0.0
APLS,0.0
GT,0.0
TDW,0.0
BANF,0.0
PENN,0.0
FCPT,0.0
OI,0.0
ACMR,0.0
SDRL,0.0
KMT,0.0
MTRN,0.0
BANC,0.0
ATKR,0.0
SPHR,0.0
AAP,0.0
SYRE,0.0
NUVB,0.0
PK,0.0
WAFD,0.0
IPGP,0.0
CWK,0.0
EPAC,0.0
GENI,0.0
UPWK,0.0
BANR,0.0
COCO,0.0
ALRM,0.0
KSS,0.0
WU,0.0
FBNC,0.0
WRBY,0.0
APAM,0.0
RELY,0.0
FFBC,0.0
SMG,0.0
AMR,0.0
PTEN,0.0
AMRX,0.0
FRHC,0.0
HHH,0.0
NSIT,0.0
CENX,0.0
VICR,0.0
AUPH,0.0
MSGE,0.0
PPTA,0.0
CXT,0.0
DIOD,0.0
CAKE,0.0
VRDN,0.0
XRAY,0.0
CSGS,0.0
PRDO,0.0
PTON,0.0
DX,0.0
ASGN,0.0
HI,0.0
UI,0.0
PLUG,0.0
UE,0.0
OII,0.0
EXTR,0.0
BIRK,0.0
GOLF,0.0
BULL,0.0
FBK,0.0
SM,0.0
DJT,0.0
CXW,0.0
NGVT,0.0
WGS,0.0
GTX,0.0
POWI,0.0
SONO,0.0
DBRG,0.0
FWONA,0.0
EYE,0.0
PBF,0.0
DYN,0.0
CSTM,0.0
WD,0.0
DVAX,0.0
KN,0.0
LINE,0.0
QUBT,0.0
YELP,0.0
DK,0.0
OSW,0.0
EVTC,0.0
PARR,0.0
MRX,0.0
SMMT,0.0
OCUL,0.0
PRK,0.0
MGNI,0.0
CNXC,0.0
CURB,0.0
CAR,0.0
CUBI,0.0
TRN,0.0
SRPT,0.0
BUSE,0.0
CON,0.0
FRME,0.0
PLAB,0.0
WVE,0.0
PGNY,0.0
DNLI,0.0
EWTX,0.0
CACC,0.0
AVPT,0.0
GEO,0.0
OMCL,0.0
FLO,0.0
VCEL,0.0
RXO,0.0
BATRK,0.0
HE,0.0
CRK,0.0
IVT,0.0
AVDL,0.0
CRVL,0.0
GRBK,0.0
ANDE,0.0
NOG,0.0
INSW,0.0
NRIX,0.0
DRH,0.0
CECO,0.0
EFSC,0.0
PAGS,0.0
BBT,0.0
NSA,0.0
KWR,0.0
PRGO,0.0
PRGS,0.0
CNS,0.0
KALU,0.0
HMN,0.0
IOSP,0.0
SYBT,0.0
SLNO,0.0
LBTYK,0.0
LC,0.0
MTX,0.0
CGON,0.0
NBTB,0.0
WERN,0.0
BLBD,0.0
TNET,0.0
RAMP,0.0
TWST,0.0
SHO,0.0
WT,0.0
SMR,0.0
TXG,0.0
STC,0.0
MQ,0.0
LBTYA,0.0
AORT,0.0
OGN,0.0
BCRX,0.0
ADUS,0.0
IRDM,0.0
VSH,0.0
ADNT,0.0
NHC,0.0
SPB,0.0
QDEL,0.0
BLX,0.0
BELFB,0.0
ATRC,0.0
IMNM,0.0
LZB,0.0
BUR,0.0
SEI,0.0
DDS,0.0
RCUS,0.0
CRGY,0.0
DEI,0.0
BHE,0.0
ARCB,0.0
GSHD,0.0
STRA,0.0
HTH,0.0
SAM,0.0
DAVE,0.0
MNKD,0.0
ROG,0.0
ADEA,0.0
NWBI,0.0
UNFI,0.0
