Ticker
AR
HLI
PR
BWA
ARMK
OC
STRL
JEF
FOX
QGEN
AVAV
CR
SSB
WYNN
EGP
SN
FLS
RRX
W
DOX
REXR
GTLS
TECH
ARWR
PLNT
WTFC
WAL
OWL
COKE
AFG
RGEN
TTEK
APA
CFLT
FYBR
MOH
OGE
ZION
SAIA
ALSN
COLB
OSK
AWI
UMBF
IDCC
ROIV
PRI
FRT
GME
SEIC
PCOR
HALO
KNSL
VMI
TPG
CMC
BPOP
QBTS
MTCH
KNX
RNA
PAYC
HSIC
OKLO
OMF
TTC
ARE
CTRE
RRC
AMG
CNH
AXS
LAD
GNRC
CAG
SANM
LKQ
AOS
TAP
ONTO
UGI
HQY
AHR
R
JBTM
ATR
ADC
ONB
SOLS
BRX
CART
CUBE
SFM
SITM
AEIS
CFR
CORT
LUMN
G
CLF
BROS
MGM
POOL
AVTR
PNFP
TTMI
MOS
EMN
FR
LYFT
WING
CELH
WTS
INGR
MUSA
NFG
CHDN
LNC
SNV
ESTC
AXTA
DINO
MOD
VOYA
QRVO
BEN
SSD
EXP
H
MIDD
MOGA
NNN
ACI
OLLI
FSS
HRL
HIMS
RGTI
CYTK
JXN
ZWS
CBSH
STAG
MTG
MP
FLR
PCTY
ORA
AL
IDA
PATH
CHWY
EAT
DUOL
MAT
XP
CWAN
HXL
PRIM
SMTC
EXLS
CWST
FND
MKTX
FCFS
PB
ANF
KEX
THG
CRUS
ESAB
ESNT
AGCO
GKOS
VFC
KD
FAF
STWD
AXSM
CHE
JOBY
RITM
LEA
ALK
FBIN
NXST
GXO
KRYS
CGNX
M
VNOM
JHG
FNB
LFUS
PRAX
NOV
BSY
LW
VNT
ARW
IBP
TEM
CADE
KMX
GAP
TMHC
HRB
CAVA
VNO
GBCI
MSA
AM
PEGA
TFX
PCVX
BIO
IRTC
GATX
DOCS
EPRT
PIPR
PTCT
SITE
RAL
UEC
HWC
ENS
ETSY
WH
MASI
TRNO
SLM
MHK
AS
CHRD
DAR
BOOT
MIR
RYTM
BFAM
UFPI
ESI
SEE
APLD
WFRD
RHP
OLED
TIGO
COGT
RLI
HOMB
GTLB
VLY
TXNM
HR
GNTX
HLNE
CVLT
KBR
BIPC
POR
BMI
AN
AUB
TKR
RDN
OPCH
CZR
BC
APPF
CPB
MTN
FCN
THO
UBSI
ACA
BRKR
PTGX
SIGI
LPX
LBRDK
BCO
BKH
GTES
DBX
SAIC
OZK
RYAN
SWX
WEX
QLYS
NUVL
GPI
MORN
MTDR
REZI
WTM
CROX
LOPE
MMSI
ST
CSW
NPO
POST
COMP
LSTR
BEPC
ACIW
KRG
AAON
HRI
ESE
BDC
ROAD
RDNT
GVA
MTH
ABG
CIFR
CNR
SR
HCC
ACHR
SKY
OGS
BCPC
AEO
HUT
CE
BYD
URBN
AUR
UHALB
CNX
LNTH
CVCO
MRP
AGX
ADMA
AMTM
MMS
PI
TGTX
LAZ
OSIS
ABCB
SSRM
RIOT
TCBI
KYMR
NJR
LAUR
BBWI
QTWO
ALKS
LMND
AX
FOUR
NOVT
QS
CRSP
PECO
AVT
ATMU
PL
SNEX
ENVA
CNO
MAC
TNL
BILL
SBRA
ENPH
MUR
KRC
FORM
CCC
GPK
FTDR
AMKR
AGO
ECG
FELE
SKYW
DVA
VIAV
STEP
INDV
CDTX
ELF
PLXS
FOLD
WK
EBC
VSCO
ITRI
SON
ASB
BOX
KNF
MC
BTSG
SLAB
MSGS
NEU
CRNX
PFSI
CORZ
TDS
ADT
CUZ
S
ATGE
SXT
RUN
HAE
STNE
TMDX
AROC
PJT
PRMB
VSAT
MSM
LEU
PRM
UPST
BRBR
INDB
FFIN
SOUN
KRMN
SARO
TVTX
MGY
VSEC
NE
SIRI
KBH
HASI
YETI
LGND
EPR
LLYVK
BFB
MATX
WHR
CRCL
MDU
FLG
ASO
VVV
DLB
IESC
VKTX
IRT
TREX
VRNS
SFBS
SHC
PVH
IBOC
SIG
SRRK
NWE
MWA
CARG
EOSE
VRRM
PATK
TEX
SKT
KAI
ZETA
PLMR
UCB
COLD
WSC
MRCY
TERN
POWL
PII
WAY
MARA
CALM
LTH
EXPO
RIG
ACAD
BHF
KFY
NVST
COMM
BXMT
MHO
GFS
NWS
GHC
CBT
OUT
REVG
DORM
GLNG
BTU
CRC
AZZ
GNW
FHB
WULF
PSMT
NMIH
RNST
FUL
TPC
MYRG
PSN
SPSC
XENE
BFH
SLGN
RYN
ARQT
FBP
KTB
KGS
WSFS
ALGM
OPLN
ICUI
TGNA
PAG
GSAT
NHI
BKU
ZG
NG
OTTR
DOCN
LIVN
PCH
CLSK
LCII
JHX
SLG
RUSHA
BL
PBH
RARE
FIBK
VCYT
HURN
APGE
HAYW
EEFT
CATY
FULT
MZTI
GFF
CDP
NATL
GTM
AVA
CBU
UUUU
TPH
SHOO
AMBA
BCC
MIRM
WSBC
HWKN
ASH
BNL
UNF
IAC
BRZE
DAN
CELC
TDC
RRR
BGC
MPW
WHD
LOAR
AIR
TARS
GRAL
CPRX
SHAK
CALX
RHI
OSCR
YOU
VERA
GPOR
FRPT
HNI
RH
VAL
TBBK
XMTR
APLE
PHIN
IDYA
HUBG
AGYS
CPRI
CWEN
ALHC
TENB
LBRT
HP
LXP
SYNA
NCNO
ABM
AWR
TOWN
MGEE
VIRT
BOKF
LRN
NMRK
CPK
INSP
GLOB
HGV
WDFC
ACLS
AVNT
SBCF
DXC
BLKB
SFNC
RNG
CHH
BOH
LQDA
CIVI
ITGR
CBZ
PFS
ACLX
BKD
ADPT
NTB
SXI
KLIC
PRVA
VCTR
OLN
ATEC
HIW
JOE
DNOW
BEAM
PLUS
VC
TRMK
CVBF
SUPN
AAOI
INTA
CWT
FRSH
KMPR
CHEF
HOG
DRS
CNK
WLK
MGRC
AKR
MCY
STNG
BBAI
APLS
GT
TDW
BANF
PENN
FCPT
OI
ACMR
SDRL
KMT
MTRN
BANC
ATKR
SPHR
AAP
SYRE
NUVB
PK
WAFD
IPGP
CWK
EPAC
GENI
UPWK
BANR
COCO
ALRM
KSS
WU
FBNC
WRBY
APAM
RELY
FFBC
SMG
AMR
PTEN
AMRX
FRHC
HHH
NSIT
CENX
VICR
AUPH
MSGE
PPTA
CXT
DIOD
CAKE
VRDN
XRAY
CSGS
PRDO
PTON
DX
ASGN
HI
UI
PLUG
UE
OII
EXTR
BIRK
GOLF
BULL
FBK
SM
DJT
CXW
NGVT
WGS
GTX
POWI
SONO
DBRG
FWONA
EYE
PBF
DYN
CSTM
WD
DVAX
KN
LINE
QUBT
YELP
DK
OSW
EVTC
PARR
MRX
SMMT
OCUL
PRK
MGNI
CNXC
CURB
CAR
CUBI
TRN
SRPT
BUSE
CON
FRME
PLAB
WVE
PGNY
DNLI
EWTX
CACC
AVPT
GEO
OMCL
FLO
VCEL
RXO
BATRK
HE
CRK
IVT
AVDL
CRVL
GRBK
ANDE
NOG
INSW
NRIX
DRH
CECO
EFSC
PAGS
BBT
NSA
KWR
PRGO
PRGS
CNS
KALU
HMN
IOSP
SYBT
SLNO
LBTYK
LC
MTX
CGON
NBTB
WERN
BLBD
TNET
RAMP
TWST
SHO
WT
SMR
TXG
STC
MQ
LBTYA
AORT
OGN
BCRX
ADUS
IRDM
VSH
ADNT
NHC
SPB
QDEL
BLX
BELFB
ATRC
IMNM
LZB
BUR
SEI
DDS
RCUS
CRGY
DEI
BHE
ARCB
GSHD
STRA
HTH
SAM
DAVE
MNKD
ROG
ADEA
NWBI
UNFI
HCI
GNL
TIC
ZD
UFPT
ARR
VYX
CHCO
CC
CASH
LION
DBD
NTCT
IE
SLVM
AGIO
XHR
SMPL
COLM
HUN
HLIO
COLL
MD
BRSL
WLDN
OLMA
CENTA
OFG
RSI
PRCT
AGM
HOUS
INOD
MODG
FMC
VECO
GEF
NTST
SKWD
NNI
HRMY
LUNR
ANIP
LGN
FLYW
CLDX
NSSC
NWL
USLM
IPAR
REAL
CLVT
VAC
QCRH
IRON
SGHC
LASR
TPB
GABC
DV
ATRO
STOK
STEL
ALEX
ARRY
HLMN
KOD
NEO
IMVT
CCS
ALKT
SNDX
ALG
WKC
SBH
ELME
BWIN
ICFI
ATEN
PPC
LLYVA
WOR
ROCK
TILE
NVRI
AI
AIN
AAMI
ARI
RXRX
FIGR
CTRI
NEOG
NWN
WWW
NIC
FTRE
SNDR
PAYO
MLYS
FCF
PACS
WEN
LEG
TSHA
LMAT
IIPR
HCSG
TTI
EYPT
DHC
SHLS
ENR
GBX
SEM
PEB
NN
TALO
TRIP
DGII
FIVN
VERX
LCID
MBC
DHT
ENOV
SPNT
MLKN
JBLU
WABC
HLF
PAR
WLY
PRLB
ZYME
UTI
HTO
CNOB
BFC
BFA
TFIN
JJSF
CTS
BKE
APPN
INVA
LNN
FUN
AZTA
BLSH
TNDM
NVCR
PRKS
VVX
LZ
ANAB
TRUP
ACHC
ECPG
STBA
NSP
AMSC
AXGN
VRE
MCRI
CRAI
CLMT
RLJ
TRS
IMAX
MAN
RLAY
UVV
PD
TCBK
TNC
TNK
BBNX
XPEL
LKFN
HROW
PZZA
KNTK
XPRO
ACVA
GIII
SAIL
SILA
ACT
JAMF
XERS
LTC
FSLY
MXL
REYN
THR
HOPE
CBL
NAVI
WGO
DXPE
CCB
GTY
ORKA
PRG
LILAK
LIF
WINA
CNMD
LFST
GHM
FDP
ARDX
NPKI
HLIT
OUST
TDOC
LADR
FLNC
SEB
ASTH
PRA
USAR
ABR
SGRY
CRI
CSR
PCRX
SFD
THRM
REX
FIHL
THS
UVE
TRVI
ALGT
WMK
JBGS
KW
CMPR
TGLS
COTY
ARLO
OMER
NBHC
DFIN
UCTT
OCFC
HG
GLIBK
PMT
LOB
IMKTA
SAFT
STAA
RVLV
SBSI
FA
PEBO
MIAX
DCOM
VRTS
ENVX
LENB
MFA
AMLX
TBPH
SCL
UPBD
USPH
SDGR
AMPH
LINC
FG
PENG
TNGX
DOLE
CMRE
PWP
CRMD
SIBN
WS
PDM
NVAX
RIGL
CDRE
UPB
VITL
FMBH
CFFN
IDT
SFL
ASTE
FIGS
ASAN
SCSC
NRIM
SVRA
IRMD
MSEX
GO
OBK
BBW
EIG
CLOV
EPC
VSTS
APOG
DNTH
CNNE
FULC
EFC
CWENA
AMWD
TWO
CTLP
BHVN
HRTG
ESPR
COHU
CCOI
UNIT
SRCE
LGIH
PLYM
CIM
COUR
GBTG
CPF
TMP
BTDR
JBI
ECVT
NWPX
MNMD
DCO
BBSI
CERT
DAKT
PGY
CDNA
PRCH
DRVN
PGEN
BJRI
PNTG
MCHB
BORR
ESRT
PCT
GCT
DLX
ALH
SEZL
UMH
GLUE
BHRB
IART
CNA
NESR
ESQ
AIV
SMBK
UVSP
TE
JBIO
WTTR
AMRC
BRSP
MAZE
RYI
BLFS
OSBC
CXM
MOFG
FUBO
ERAS
SMA
AAT
HTB
CARS
IDR
MBX
ORRF
UAA
GRC
RPD
MEG
PAX
ABUS
MBWM
FBRT
SENEA
LPG
MDXG
RAPP
EVLV
ALIT
RCAT
GERN
UA
TCBX
VTOL
HAFC
XNCR
HLX
REPL
TRST
DEA
HFWA
PDFS
CTBI
BY
UFCS
RBCAA
ORC
CPS
INVX
NTLA
FIZZ
URGN
CAPR
PHR
AIP
SAH
SANA
NTGR
WSR
MATW
TCMD
CSTL
NBBK
PFBC
TFSL
LQDT
TREE
CMPO
EVER
NIQ
ERII
AHCO
YEXT
HTBK
SCHL
AMPL
METC
MCBS
HIPO
BBUC
TK
CLB
LMB
LBRDA
NVTS
FOXF
BZH
AQST
SPRY
PVLA
ALNT
HNRG
CVI
SAFE
GLDD
HTFL
ZBIO
DJCO
SEPN
EMBC
MCB
RUSHB
CCBG
LXEO
AXL
RHLD
AMPX
CAI
NUTX
DC
ELVN
TALK
SLDE
HTZ
SMP
ODC
AMSF
BCML
JANX
SXC
NB
BLND
GDOT
FWRD
MYE
PLPC
HBNC
NNE
PUMP
SION
UNTY
SERV
TDUP
GRDN
FBIZ
IOVA
SBGI
PSIX
PLOW
NPK
NXRT
NX
LIND
EQBK
CMP
NPCE
MPB
FLNG
DEC
CNXN
ADAM
GOLD
MTUS
BV
QNST
MBIN
EBS
SNCY
ARVN
KE
NAT
KURA
BFST
SG
SKYT
KMTS
RWT
KODK
TR
DAWN
CMPX
AIOT
BTBT
CBLL
APEI
PRSU
SOC
THFF
MNRO
FSUN
CABO
MATV
CGEM
HBCP
CWCO
TYRA
PRAA
STGW
LYTS
BCAL
BKV
AESI
NEXT
SLDP
CRVS
GNK
AVAH
CVLG
UTL
MAMA
CARE
CAC
LXU
EGBN
IBCP
AMAL
HSTM
UTZ
AMBP
COFS
ORGO
INGM
CSV
ZVRA
ADCT
GOSS
AVBP
DRUG
MRTN
FOR
ITIC
MMI
ADTN
GSBC
CWBC
NECB
PAYS
WLFC
IIIN
PHAT
IIIV
PFIS
OXM
HCKT
GLRE
ILPT
RZLV
ACNB
ARHS
KFRC
AROW
OIS
HOV
BLMN
FRBA
FIP
AMN
SMBC
DIN
PLAY
BCAX
AMTB
VEL
MVST
BHB
INBX
ONIT
EXPI
SFST
TRNS
SHEN
RRBI
GEFB
OBT
CWH
SPT
ACEL
UWMC
AMC
ACIC
GCMG
ROOT
FCBC
CLPT
MBUU
CBRL
SWBI
HPP
BWB
ZUMZ
MYGN
IMXI
FMNB
FISI
MBCN
PAHC
AEHR
TROX
ATXS
KROS
UAMY
NFBK
ASC
BXC
CASS
SEMR
FFIC
WRLD
MVBF
GDEN
OSPN
TDAY
ORIC
CAL
CTKB
BDN
FSBC
SD
DFH
SPFI
HIFS
FLGT
DGICA
ETD
KOP
INN
JBSS
DBI
FRGE
OFIX
CLBK
ICHR
RUM
CIVB
SFIX
PGC
MGTX
FSBW
RDVT
ASIX
NAGE
AVNS
EHAB
HELE
EE
ANGI
WSBF
TSBK
PKE
RM
KREF
EVCM
CCNE
NBN
NABL
UDMY
BATRA
ANGO
HBT
TRC
RGR
PLSE
RGNX
MSBI
CCSI
CYH
HZO
BAND
VPG
OPK
TRTX
UHT
AOSL
WTBA
IRWD
BOW
FRST
TIPT
ALX
ABSI
OPTU
IHRT
AVO
CEVA
INDI
LOCO
JMSB
VIR
ALRS
VTS
SHBI
CMCL
KRNY
ANNX
GIC
ASPI
SABR
EBF
AEBI
GRPN
EVH
CZNC
TBCH
UHAL
BMRC
PACB
CTO
NUS
PANL
DHIL
CMCO
NBR
APPS
FRPH
ACTG
MITK
BWMN
MLR
MTW
MCW
VREX
FMAO
BLFY
SRTA
DSGR
ZEUS
WNC
JACK
MCS
MLAB
LAB
RES
CRNC
SSTK
HVT
KOS
WASH
DENN
BVS
HYLN
HTLD
GTN
EU
AEVA
MBI
YORW
VNDA
OSG
GDYN
PKST
FDBC
STKL
PRTA
RBB
CTOS
CLFD
GOOD
PACK
ACCO
PLTK
BFS
FWRG
FNLC
PUBM
IBRX
MCFT
LXFR
PX
CODI
SPOK
FDMT
RMNI
FPI
SCVL
BETR
GRNT
IBTA
CYRX
MRVI
AHH
REFI
KALV
DNUT
NCMI
MAX
CCRN
WEAV
BYRN
LENZ
GPRE
EGY
ARKO
NLOP
RYAM
LMNR
CHCT
OLP
REAX
DSP
MGPI
CVGW
CLNE
CIO
MOV
NGVC
ONTF
ALT
CLDT
LILA
RXST
ZIP
RC
KELYA
PRTH
GRND
NGNE
CMT
TWI
TITN
CENT
TG
TRUE
VMD
DSGN
KRUS
REPX
EB
HY
CMRC
XRX
NXDR
CLMB
ENTA
CLW
LAND
CZFS
TH
BMBL
GCO
INBK
IPI
OOMA
OEC
NRDS
CNDT
QTRX
EOLS
GOGO
LAW
TRDA
SITC
ALDX
SLP
GMRE
HDSN
SVC
CERS
AVNW
SIGA
NEWT
WOW
BGS
RPAY
AKBA
FC
AMCX
IVR
NVEC
CMTG
XPER
ATEX
BSRR
EVC
FFWM
USNA
WOOF
RBBN
RDW
AVXL
NRC
POWW
ATNI
NFE
RICK
EVGO
OPRX
BBBY
JOUT
SB
LRMR
AVIR
BHR
CRCT
UTMD
SVV
RCKT
BOC
DOMO
PSTL
CRSR
PSFE
RMR
MEI
INSE
TCX
SLQT
JAKK
LOVE
RGP
EGHT
DDD
ALMS
ANIK
GNE
AGL
ULH
CMDB
ACRE
ASLE
JELD
OMI
WTI
ARCT
SSP
AURA
UIS
JRVR
SEG
SNBR
PTLO
KIDS
INR
OSUR
EPM
CRMT
BCBP
GETY
ULCC
ASPN
TBI
OLPX
NXDT
HNST
LPRO
CBAN
ALTG
XPOF
CATX
BOOM
MASS
QSI
FLWS
MXCT
THRY
EDIT
RMAX
NNOX
WEST
TTGT
STRZ
VYGR
KLC
OABI
MVIS
CVRX
MNTK
SKIN
AVD
MED
ONEW
HRTX
DMRC
PRME
ADV
ALLO
IMMR
INGN
OFLX
ASUR
GLIBA
ACDC
HCAT
TMCI
HUMA
FORR
KRRO
CDXS
HAIN
DH
ARAY
RCEL
FNKO
EWCZ
ATYR
DCGO
WALD
SSTI
ALEC
SUNS
CHRS
AFCG
FATE
LUNG
MYPS
NKTX
TTEC
BRCC
BYND
INH
AKE
SEAT
ADRO
TEAD
GTXI
THRD
PBI
